きんぎょが にげた,ISBN-10: 4834008991,五味　太郎,福音館書店,0
しろくまちゃんのほっとけーき,ISBN-10: 4772100318,わかやま　けん,こぐましゃ,0
いないいないばあ,ISBN-10: 4494001015,まつたに　みよこ,童心社,0
